id,eligible_address,amount,minting_start_date,minting_end_date
164,0xA1fcfD75a2ED31Cf87d35967d49aDfc02C812F8a,237909634283,1759276800,1791158400
165,0xb07908c64d007bfd046aA07d41F1333a5C2a0Fd5,237696661601,1759276800,1791158400
166,0x07F6c3aB4db889dCd5c268EE5Ab00717cAF95a61,231364866626,1759276800,1791158400
167,0x9f8262231990544ac668f6E44a74B10340c2E0e2,226295690307,1759276800,1791158400
168,0x393FE94Cb593d572fD4c6f87d5C47D53201624c3,219055903573,1759276800,1791158400
169,0x5DD97c0321461f7a051e88423f1b28aEf1401082,218517544342,1759276800,1791158400
170,0xe8b039819B0a4cE6A5113E87B5718871091D4447,209960764165,1759276800,1791158400
171,0xCC6c97E163c93aC41831a695475d2584512Da251,208750190166,1759276800,1791158400
172,0x908b6EA7BE6D3634FE43d37d2bbCa56a41657263,205791044597,1759276800,1791158400
173,0x83BA9006ef1216aa78c4fe0EC7B46471E07FFD23,205592680016,1759276800,1791158400
174,0xa7C466fA5f36c542Cec12773d7B4Df1aea0DE384,200633545927,1759276800,1791158400
175,0x37BB1F083FEd6d7e87fE6DAB7CBAD7D9c51202dc,197908561274,1759276800,1791158400
176,0x3D112447Af5Ab1Ffe21e0AbF83CF3F4fbF58f4e3,197207555396,1759276800,1791158400
177,0x7AA19694D958E284e082d608dcFAc3710857a77c,190306397437,1759276800,1791158400
178,0xDc008d55B1AB786d9e223842aD92654Ad1683738,186708287765,1759276800,1791158400
179,0x7316bdb522161Aab56D00ffcF44f16c59cE6B0fc,183601827840,1759276800,1791158400
180,0xE7133349Df20c6c08e91E3265170ECbd55998027,171488037968,1759276800,1791158400
181,0xB5105badE5f49EA0D323C85cD27581ba0d87f6fC,166570942466,1759276800,1791158400
182,0x6321821a56D4Db6B3cC9ddA3dafEC2235a34f0e1,154180257104,1759276800,1791158400
183,0xe0dd227DAe8aD02f1f92c67A809B68607D968Fdb,141944331684,1759276800,1791158400
184,0x56F6D5648b698945e71584718d772fa2ca1DFdec,138640349101,1759276800,1791158400
185,0x422cBD9c5c6d2e19634b05f230fd5FcC13DA44dD,136449498451,1759276800,1791158400
186,0xc5Fd86057347F378968798236ea3F7E7cD967D0F,135129918366,1759276800,1791158400
187,0xF0C2bfEe30eEcA49d0E0831bb8e066E7C9C85D31,134503504484,1759276800,1791158400
188,0x71c557274780bD836ECdF1578B80142c0bE0E5EF,131015451270,1759276800,1791158400
189,0x5Ac5A113560225Be2fACcc541D745462F829663C,126830999186,1759276800,1791158400
190,0xb53198F5CD81948440534a9578FC5350496D31bb,126302665253,1759276800,1791158400
191,0x09553eADebA67f4F4d55Df8d8280F8783fFF6a30,122745536329,1759276800,1791158400
192,0x18B0B9Df9a560B1A334Ba522fa584885bf89B85b,122288014874,1759276800,1791158400
193,0x222665e9C4Abcb0a476683fD1f7C8Ce2f1aEb955,116114851307,1759276800,1791158400
194,0x42C5a785E701E56bBDD4ffA647c8D03964f2a0fA,114828055820,1759276800,1791158400
195,0x8a5eB131FfE8d4B7053112c6E776424C578A9f75,107678893103,1759276800,1791158400
196,0xf5fDe1Ed21E4B04E3A6D4EA000D27498fD36D9FC,107494333505,1759276800,1791158400
197,0xBfd409642C3513570204bD39c4d4ab618F46aEa7,106918771462,1759276800,1791158400
198,0x06AE67FfAfA385a11f3A41aeF333341c0cB62d10,105361503039,1759276800,1791158400
199,0x9de47c815E4df11Db204B74970568f86227f1578,103297773578,1759276800,1791158400
200,0x4c4d395F1E28BBa94494d7125C6EF1F682BB9a60,101701607177,1759276800,1791158400
201,0xdA770F893f6F14AdC60715E4c1575D1544b2DBBA,101672237589,1759276800,1791158400
202,0x6Ac8A78DcdB8B8167D487A9D341589D0878923b8,93770079521,1759276800,1791158400
203,0xf58D1aB980B24cC5581791e971C9A019a0C8Ee05,88543004070,1759276800,1791158400
204,0xa302D0071826f6f2EFC15907713C17b33C5b0B9f,87493964527,1759276800,1791158400
205,0x575B54a1410B3c539053F524F8F194F2cd744Af0,86846401104,1759276800,1791158400
206,0x817c272656B5a53Dae495ffcb6729Ba7cD695C61,83330252928,1759276800,1791158400
207,0x24DA44966CD38E2e20fcfd4b24c862d29326A112,81961495946,1759276800,1791158400
208,0xa5ef967950d41E4A357068a602b6b8e333Aff41F,80112871842,1759276800,1791158400
209,0x38f3bB08dE875898A64FAAdcF8a6B59bC279e7a1,78804703742,1759276800,1791158400
210,0x366634bf99e9C1e35975126F3efa9a698da501bd,76520236153,1759276800,1791158400
211,0xD2F05218E4AbD4CaCab839fb6B10A845a66F2CEC,75902802720,1759276800,1791158400
212,0x9c8dC2CC24A9e28F91C5E55E94382b745a514A61,73412911919,1759276800,1791158400
213,0x609c625DdC4dE6d72F6303D42D865819677C9162,67932812817,1759276800,1791158400
214,0x02Cd3a738E628736b3e1FE912f226573Cbb2A48a,66429161557,1759276800,1791158400
215,0x5C5A3D30AF86B9622324c009A03AD88f69b8f78b,65115782616,1759276800,1791158400
216,0x11990C5381c66ca9406477B362F94b2Fd60192a0,64740133795,1759276800,1791158400
217,0x49885Fb63c9E13eE4Ed4320A7A6e5176fc4F5003,63864397641,1759276800,1791158400
218,0x507F2DC3F63a71bF601F11B82719f098b853A56c,63600291513,1759276800,1791158400
219,0xC3a324Af00b66140f7D869cb74Eb9990b0933e59,63457321329,1759276800,1791158400
220,0xe853491d31C592419EBd49A7C33cEAa1300cE1e9,63175921075,1759276800,1791158400
221,0xfA22325f59c7C5152C0C3d2fA2028920cB65472a,59738802190,1759276800,1791158400
222,0x4CE296A11ac5E5e43c0CB337Dbdf4d459e11BE6E,58930315585,1759276800,1791158400
223,0xF78b38a2F6efC5e01411B3322205756EFE278692,58389369712,1759276800,1791158400
224,0xCA38305dc14C60B3D17d6581401F756Ab9B54f83,55181217064,1759276800,1791158400
225,0x09C7ed61714dcddf634657c2DB2F3EC822e35a60,52209472917,1759276800,1791158400
226,0xF807669BaFD8Ef1d5e8C092b5FA5232172550E7d,51384106510,1759276800,1791158400
227,0xdd63dc33611D4740A744dC58Bcd94E9Eea48696b,50898088982,1759276800,1791158400
228,0x6349d4Fa4D08a9f2cDD9E53790eD0985cC1B25F0,50463693054,1759276800,1791158400
229,0x7C375b01f359b54396CE20bBA42d0C78Ca2769d3,45996791525,1759276800,1791158400
230,0x06EeEe1706b9eEB583734c2adF6F4b3A1D05606f,42910378629,1759276800,1791158400
231,0xb44366B619514ED544cfcAde5c5c030882F55d93,41962001305,1759276800,1791158400
232,0x6E9F49cd04ecEB3839fc9443974C1B7518Df58Aa,40982869726,1759276800,1791158400
233,0xD7c03452Ac68522Cf08cC123196BEC4747f718A6,36071254365,1759276800,1791158400
234,0x9259b5e192BcF68810dC05fa068163bc6A786470,33546840290,1759276800,1791158400
235,0x94eDAE8Ba83Bfdc45EBeCdBAD7Faa600295a62d1,32833775276,1759276800,1791158400
236,0x0A892838B1341eb4E452B16BD22a17825842E6DE,32612479237,1759276800,1791158400
237,0xE52086eAd7377B8f13CC9D8C55Aa630683bdc196,31070389310,1759276800,1791158400
238,0x99De0BDBBceB2859fDd574DF0604cE5048560907,29826514534,1759276800,1791158400
239,0x1Bf6261aAd22758C97A6Ee4Ca2AA729068709530,28477887695,1759276800,1791158400
240,0x1B48E015e0A3F0F89Efe434e3E026574300BCf82,28454038170,1759276800,1791158400
241,0xe88bAA843418Dd220327bbDa58697f3893198D9d,28430218594,1759276800,1791158400
242,0x7c22c8e8c6e652DF62704F51Ef736182EfE3691E,26218395792,1759276800,1791158400
243,0x8ad2A455a11C3401A69c5A2c02D4946fcd09D417,24244210500,1759276800,1791158400
244,0x94d330Dd8214c5B9d76C1885db867591BB931796,23777029980,1759276800,1791158400
245,0x197De15Cc24f2B626392836D2c5a1cAC5f497301,21142577615,1759276800,1791158400
246,0xc4e9C82C7ECd71eb72093b4bD7985747f7211a75,19087278711,1759276800,1791158400
247,0x4E4Db451113C23b9279C593EeCF588107283F435,17593831591,1759276800,1791158400
248,0xF834e5373a48eca45D9A023679f83E5d5117d6EC,15793980268,1759276800,1791158400
249,0x9327aC2D0fB7A2B9A1b65E193130852C11507cAC,14990757608,1759276800,1791158400
250,0xf55a7bE60e1c3CdCE50d2167cCAbF5cd4277Aaf6,14644811012,1759276800,1791158400
251,0x6b0e788c320269D9cACe274d9b96E53d902D98B1,14301437220,1759276800,1791158400
252,0x9c1b289210263135A61022624bD0D525d5bEfA12,14047929141,1759276800,1791158400
253,0x1780211F8dAEba340416B4E1d16ab02F18Afb7eB,13244977744,1759276800,1791158400
254,0xE7ED548d5763D13d2fbaD959ee27763f0BC31C87,11314371189,1759276800,1791158400
255,0x18C6Bb4B62dfCb4d3CB477f332b5f5F2c223AE37,11294393086,1759276800,1791158400
256,0x2722b249cA5FBB1eb0A031edaE9a7fe86fEbf01c,9921198994,1759276800,1791158400
257,0x44EbE70330f51828596a10ebB57f72BB2e0A3398,9859855349,1759276800,1791158400
258,0x648A6B9C22158FAA95C19f9F4883231Ba85116F8,9351381674,1759276800,1791158400
259,0x65A471E80AEDbe416EAC6408f304FbC843B64121,8699802412,1759276800,1791158400
260,0x98a76CeE635d754f0f7311E3Ef60BCb688dE6061,8319091838,1759276800,1791158400
261,0x56084bA130c3bee52E6c8574DAB42C3b161Ea0cB,8223162323,1759276800,1791158400
262,0x361149c4775AC64EEAA14d176EAC4DD5fF5b5cC6,8196149594,1759276800,1791158400
263,0x9234D95811B4615419E9Fd30aAeD3B5811f93a8f,8196149594,1759276800,1791158400
264,0x02Beb01b8DAbF76cd64E5dE515319cFf3269734e,7753557516,1759276800,1791158400
265,0x101E95bD3096534bf22C26de481D2543EE70a68d,7434018305,1759276800,1791158400
266,0xa9CdbFe61019c66a300403071dF9C418aF212ceB,7392926934,1759276800,1791158400
267,0x609d7C924fc4eB227F42C4d3282fAa35ebDC9E79,5917620007,1759276800,1791158400
268,0x6D8201622B42bA56B8cf9c9E2FD20895E907e487,5507812527,1759276800,1791158400
269,0x971e1B993a71d533df6814fE828a447a6aE5d2Bc,4696393717,1759276800,1791158400
270,0xDB79Bd08B8401fE9357aF7f5eBB8Fad6122d9428,4286586237,1759276800,1791158400
271,0xAB063f52b380237579D357F82ADCF9F69e3563A6,4118408946,1759276800,1791158400
272,0xBdD645d6D4184f0d73b4E693a9d8B87d38d67C28,3477460828,1759276800,1791158400
273,0x31bf477251a10Ed0B22eE3F350a05dB86D4db5Cd,2998910987,1759276800,1791158400
274,0xd511F0D781B355FF776360e54FaF83e378D962B2,2524414075,1759276800,1791158400
275,0x1cEE937D56e7ae548e7152782aE19a659288803E,1852329808,1759276800,1791158400
276,0xC5cd727DFaECAAF41D4BA9DD3D0797d364890547,1846405729,1759276800,1791158400
277,0x163b866E52f2CF8AB9324A77e6e6CE53e5cb281b,1834206344,1759276800,1791158400
278,0xB55b78BBf26B349640B053BD478BABEE0223d748,1698753443,1759276800,1791158400
279,0xbe17Acda77D42ae288d129C11df04c92660228F8,1483503076,1759276800,1791158400
280,0x750354fb5106355F51b0D2762fE226A8F6e043F4,1426130029,1759276800,1791158400
281,0x33281a355327Bb490C263C6382A8bd81BafE807B,1422509449,1759276800,1791158400
282,0xc7A602A14caB789a9b42e6693E21801c00B6cDe1,1372753024,1759276800,1791158400
283,0xE452568AF007ffb084160fEa8248Ee1eE599ad7b,1183414139,1759276800,1791158400
284,0x53b4541670F4cE36308a0B7cDA20131AA157c80B,1021941127,1759276800,1791158400
285,0xB6855635A51e3C90002139fCa78E978D7207872D,967145652,1759276800,1791158400
286,0x64a14F577644b619C846d42B848187370f3D5b1d,933539630,1759276800,1791158400
287,0x2Cf83b53c6c7DF0db993eE0EC513dCB7D6A76818,893380305,1759276800,1791158400
288,0x54d8109bb73986683A3DCcC5872a3Bb1c51D1a4a,823519732,1759276800,1791158400
289,0x5dC05292BDAd976Db2577a39693e58eDa047eD79,823514143,1759276800,1791158400
290,0xb8b8d22515CF41c01049e7A67991EE09FC12f3BB,819614959,1759276800,1791158400
291,0x201a089de2bFd27066cBa34bf9dd780665e39c72,765292011,1759276800,1791158400
292,0x71ffB45449050dA022B06d5759b7B795965baD22,516357424,1759276800,1791158400
293,0x4869E35cd6802850c6984E25E516Ee04e9a8a2bE,344934557,1759276800,1791158400
294,0xe56B0e093927d94fBe641528De6a822c09EA3433,337101261,1759276800,1791158400
295,0x42D2ae193484470FeB0674E6c9f4949b796f5c37,290690811,1759276800,1791158400
296,0x4973e4750cd3Bb0c2B28bd744a5F11b0886055e0,256166746,1759276800,1791158400
297,0xE86d94aA7Cf727Fb29017c5E2Bb4833d1fCb5576,236630253,1759276800,1791158400
298,0x5c8A67cfAF2C863DD0F44092AE4db508ca59912f,227433344,1759276800,1791158400
299,0xe72F93993F71A4b84246f7Cf45be2B3473358461,148857945,1759276800,1791158400
300,0x96AD4d9503Ae1F49cE15A46A51d4B5f25cb609aa,47463285,1759276800,1791158400
301,0x3Bd5ED4E657d393ec95dfd09973e4b0F4cE8095c,43940410,1759276800,1791158400
302,0x86dB50b2d56E355019d0692dcAb35cf1Be307B28,35628105,1759276800,1791158400
303,0x7Ad5718aCe87BF1Be2Ed47Be0eDad0a69643E309,29480204,1759276800,1791158400
304,0xBD647B880400A64c22b02D9aD9555a2fB5B1b95d,24588448,1759276800,1791158400
305,0x1c93914aD3bd564B67Cec06EC27129b0f6E9b6dF,14079149,1759276800,1791158400
306,0x55d693aa9ffa28bf17c7B23Afd68da281d08393f,6583119,1759276800,1791158400
307,0x3363a66ADAD879a1c85f6F769C4c807986F8Bef6,4359991,1759276800,1791158400
308,0x3216A9282A3a7C18FFd7Ec3F7091FB2Ddb54Fc57,34743,1759276800,1791158400
309,0x92111488dC2972164D0A3ffB758eeB4523cEeCDC,1821,1759276800,1791158400
310,0x5ec3272e3A0a4F6b3beE48E944b6e7F54328C10b,20,1759276800,1791158400
311,0x4c991E289aDcEb7053Ba7D5D034e63d49075f51f,15,1759276800,1791158400
312,0x0000000000002dfd7cd9601550F51C93d8d72F23,9,1759276800,1791158400
313,0x71ca5D5aD11107FbAaDf1c394C3CFF8e2EdF1e0E,7,1759276800,1791158400
314,0xB31c7927a6FFc931ECe4221083C9d72f9b60BBAd,6,1759276800,1791158400
315,0xb4AC963Dd71f70F164E643dF2a4e180b1fE85BeE,3,1759276800,1791158400
316,0x287C39914E436edB513aA43e9b24548A5A5c4198,1,1759276800,1791158400
317,0x37314f2dC7B7D232Bde3fCA7139FeA951374F61f,1,1759276800,1791158400
318,0xF3cf12D47585A35A544E7a3241F96C0C72B197bb,1,1759276800,1791158400
319,0x138eDa19C3febE27e6c0A7EcBc806546d822Dc01,1,1759276800,1791158400
320,0x509c96aD0647D27986185abc802592D5666E19e5,1,1759276800,1791158400
321,0xdA99f4cA0cC3397E4839f9492790c3925f961648,1,1759276800,1791158400
322,0xbc3839570F346E47D0B75c7a18bFc89cDB788f17,1,1759276800,1791158400
323,0xb0Ef2cDD580f2e89240574334502B850966db63A,1,1759276800,1791158400
324,0xf83BB820F5B067717Ad0DAe3BDc1125dA6C9E1A0,1,1759276800,1791158400
325,0xF852bb4127CFf037C8752311FF21bC87B61E78F9,1,1759276800,1791158400
326,0xE3eD580D261D4133c14Ef1cA4B75e8666632744f,1,1759276800,1791158400
327,0xDfac9660ae53e5691ceFDb1280e8bE8705e770a6,1,1759276800,1791158400
328,0xc801e9aAf62af60a02011dff4d5A3ccDBb0f88B0,1,1759276800,1791158400
329,0x21d1E356008A273Fd1EA197E69737AB2a8F0E424,1,1759276800,1791158400
330,0x2F9E91b4993c769baAA91229A839604681e110Ae,1,1759276800,1791158400
331,0xE5afEE501AD5371E4A662131F7DF2Ce85ff061f7,1,1759276800,1791158400
332,0xed697939c8c1Cbcfa0B3eE6195eB315b797f082A,1,1759276800,1791158400
333,0xC372c4A596f45abDc4DB19cDe206Ec35864ab133,1,1759276800,1791158400
334,0x8Bc9a90b081d23C946c5576D0F96001cEeD61D7f,1,1759276800,1791158400
